City,State,Employment,Employment per 1000 jobs,Location quotient,Hourly mean wage,Annual mean wage,Expected State Tax Bracket,Expected Federal Tax Bracket,Federal + State Tax for Bracket,Net Expected Profit,Net Expected Monthly Profit,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid-Range Restaurant, Three-course",McMeal at McDonalds (or Equivalent Combo Meal),"Domestic Beer (0.5 liter draught, in restaurants)","Imported Beer (0.33 liter bottle, in restaurants)","Cappuccino (regular, in restaurants)","Coke/Pepsi (0.33 liter bottle, in restaurants)","Water (0.33 liter bottle, in restaurants)","Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),"Water (1.5 liter bottle, at the market)","Bottle of Wine (Mid-Range, at the market)","Domestic Beer (0.5 liter bottle, at the market)","Imported Beer (0.33 liter bottle, at the market)",Cigarettes 20 Pack (Marlboro),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car) ,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat","Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child ","International Primary School, Yearly for 1 Child",1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, …)",1 Pair of Nike Running Shoes (Mid-Range),1 Pair of Men Leather Business Shoes,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",data_quality
Palmdale,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$32.50,$80.00,$8.00,$7.25,$6.00,$4.40,$4.00,$1.58,$1.19,$2.76,$4.41,$3.00,$7.72,$6.61,$6.00,$3.31,$3.31,$3.31,$2.20,$1.00,$2.20,$1.00,$0.50,$17.50,$1.71,$2.25,$9.75,$1.00,$60.00,$2.85,$1.68,$20.00,$1.62,"$21,000.00","$19,000.00",$241.67,$0.15,$60.00,,,$14.00,,"$6,000.00",$40.00,$38.33,$65.00,$50.00,"$2,000.00",$550.00,"$2,095.00","$2,095.00",,,"$3,668.00",5.29,0
Midland,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.83,$62.50,$8.00,$5.00,$6.38,$3.72,$1.25,$1.87,$0.88,$2.79,$4.84,$2.67,$8.52,$10.76,$14.04,$4.66,$2.66,$4.95,$3.74,$1.72,$2.55,$1.45,$3.77,$12.12,$3.05,$2.06,$6.00,$0.95,$28.38,$5.75,$0.87,,$1.11,"$18,700.00","$25,500.00",$148.54,$0.03,$63.00,$29.33,$10.00,$12.00,"$1,200.00","$20,595.00",$50.27,$43.33,$74.33,$215.00,"$1,400.00",$860.00,"$2,200.00","$2,000.00",$753.47,,"$5,137.00",4.84,0
Warner Robins,Georgia,"5,650",1.23,1.14,$51.15 ,"$106,400.00 ",5.19,15.29,20.48,"$84,609 ","$7,051 ",$12.00,$35.50,$6.50,$3.00,$4.00,$3.00,$0.95,$1.42,$0.82,$2.20,$2.25,$2.04,$8.77,$10.64,$17.61,$3.31,$1.18,$6.60,$2.62,$2.14,$2.30,$1.65,$1.19,$4.99,$1.31,$1.17,$13.97,,,,,,$0.95,"$39,990.00","$39,990.00",$164.35,,$97.38,,,$9.00,$600.00,,$45.00,$40.00,$100.00,$150.00,$995.00,"$1,250.00","$1,250.00","$1,800.00",,$764.24,"$3,188.00",4.71,0
Hollywood,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$17.00,$60.00,$6.50,$3.00,$5.38,$2.91,$1.75,$0.93,$1.14,$3.14,$5.48,$2.44,$5.86,$15.34,$14.33,$6.72,$1.93,$4.05,$3.17,$2.47,$3.17,$1.68,$1.89,$9.00,$1.79,$2.99,$6.00,$2.00,,$3.50,$1.49,$24.00,$1.15,"$21,992.50","$19,500.00",$144.17,$0.10,$63.83,$80.00,,$13.00,"$1,000.00","$5,000.00",$41.50,$26.60,$61.43,$97.50,"$1,808.33","$1,500.00","$4,000.00","$3,250.00","$2,870.38","$2,403.94","$3,685.00",5.33,0
Leesburg,Florida,"8,190",0.89,0.82,$48.45 ,"$100,780.00 ",0.00,14.82,14.82,"$85,844 ","$7,154 ",$15.00,$80.00,$7.00,$6.00,$7.00,$4.00,$2.00,$1.50,$1.11,$2.97,,$3.29,$26.46,$13.23,$13.23,$6.61,$1.54,,,,,,,,,,,,,$3.50,$1.49,,$1.02,"$20,890.00","$20,549.00",$150.00,,$85.00,$50.00,,$11.00,"$1,400.00",,$60.00,,$90.00,$130.00,"$1,350.00","$1,100.00","$2,366.67","$2,500.00","$2,238.89","$1,872.92","$7,135.00",4.71,0
Port Arthur,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$18.00,$48.50,$7.50,$3.00,,$3.75,$1.50,$1.29,,,$3.31,,$5.50,,,$3.31,$3.31,$5.51,$2.76,$7.89,$5.64,$1.75,$1.99,$15.00,,$5.00,$8.50,$1.00,$25.00,$3.38,,,$1.29,,,$254.74,,$97.50,,,$6.75,,,$32.50,$32.50,$62.50,,$800.00,,,,,,,,0
Macon,Georgia,"5,650",1.23,1.14,$51.15 ,"$106,400.00 ",5.19,15.29,20.48,"$84,609 ","$7,051 ",$10.00,$50.00,$8.00,$5.00,$4.50,$4.67,$2.00,$2.00,$0.90,$2.46,$2.86,$3.14,$11.02,$4.39,$24.53,$6.25,$2.31,$6.03,$3.77,$5.07,$2.83,$1.72,$1.40,$8.00,$2.57,$3.00,$6.10,$0.50,$20.00,$4.00,$3.73,$45.00,$0.87,"$25,000.00","$27,919.67",$212.96,,$71.50,,$15.00,$10.50,$975.00,"$12,000.00",$56.67,$50.00,$96.67,$125.00,$950.00,"$1,005.00","$1,291.67","$1,345.00","$1,022.57",,"$5,166.67",4.71,0
Sunnyvale,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$20.00,$80.00,$10.00,$6.25,$6.50,$4.50,$4.25,$1.50,$1.32,$4.38,$7.16,$4.33,$12.49,$8.80,$16.52,$5.03,$2.48,$3.83,$4.17,$2.60,$3.40,$1.57,$2.37,$17.50,$3.93,$2.83,$10.00,$3.00,$175.00,$4.00,$2.02,$34.00,$1.63,"$23,422.50","$20,425.00",$128.31,$0.17,$57.85,$42.50,$25.00,$15.00,"$2,200.00","$21,666.67",$40.00,$66.25,$105.00,$145.00,"$2,950.00","$2,500.00","$4,666.67","$3,666.67","$15,697.37","$10,763.91","$7,125.00",5.43,1
Muskegon,Michigan,"3,900",0.92,0.85,$44.62 ,"$92,820.00 ",4.02,14.21,18.23,"$75,899 ","$6,325 ",$9.00,$50.00,$8.00,$5.25,$5.00,$4.75,$2.25,$1.50,$0.74,$2.20,$5.28,,$10.80,$9.83,$15.08,$2.83,$1.41,$3.73,$3.70,$3.15,$1.96,$1.25,$1.40,$15.00,$1.29,$2.75,$7.00,$1.25,$50.00,,,,$1.16,,"$23,500.00",$142.68,,$43.00,,,$11.50,$800.00,,$46.00,$25.33,$61.33,$77.50,,,,,,,,5.43,0
Pomona,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$14.00,$50.00,$8.00,,$5.00,$4.28,,$1.38,$0.79,$3.31,$5.77,$4.25,$12.06,$13.23,$13.23,$4.18,$1.46,$3.65,$4.21,$2.60,$2.07,$1.25,$1.75,$10.00,$1.43,$2.00,$9.50,,,$2.82,$1.68,$60.00,$1.59,"$22,500.00","$23,611.50",$146.96,$0.22,$57.50,,,$14.50,,,$47.14,$37.50,$73.57,$96.43,,"$2,495.00",,,,,"$3,320.00",5,0
Escondido,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$18.00,$77.50,$8.00,$7.00,$7.00,$5.25,$3.00,$2.15,$1.32,$3.15,$4.61,$2.50,$15.96,$17.61,$17.61,$3.37,$1.52,$3.42,$5.06,$2.18,$2.95,$1.54,$1.83,$11.99,$1.66,$3.04,$10.50,$2.50,$72.00,$6.47,$1.43,$29.00,$1.65,"$24,100.00","$22,000.00",$203.02,$0.23,$66.25,$47.99,$18.00,$15.00,$675.00,"$23,000.00",$58.00,$64.50,$90.00,$98.00,"$2,200.00","$2,000.00","$2,700.00","$2,575.00",,,"$3,793.00",5.43,0
Pasadena,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$16.50,$70.00,$10.00,$8.00,$8.00,$5.08,$2.67,$1.38,$1.17,$3.31,$3.12,$2.60,$17.63,$16.52,$19.08,$3.62,$1.59,$3.07,$4.22,$2.50,$2.10,$1.55,$1.40,$15.00,$3.09,$2.27,$9.25,$1.75,$100.00,$2.85,$1.68,$29.19,$1.58,"$20,000.00","$22,666.67",$187.35,$0.05,$61.67,$44.67,$6.00,$16.50,"$1,200.00","$15,000.00",$55.00,$31.17,$88.33,$126.00,"$1,950.00","$1,600.00","$3,750.00","$3,500.00","$6,996.54","$5,561.35","$4,811.00",5.29,0
Fairfield,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$22.50,$95.00,$10.00,$5.75,$6.00,$5.08,$2.79,$1.73,$1.16,$4.04,$2.19,$4.29,$10.10,$9.57,$15.43,$3.91,$1.47,$3.38,$2.88,$1.76,$3.17,$1.92,$1.50,$11.00,$2.54,$2.49,$7.00,,,$3.62,$0.93,$10.00,$1.49,"$23,349.50","$22,178.80",$202.29,$0.25,$58.57,$44.50,,$11.75,$475.00,"$14,400.00",$46.00,$35.00,$78.17,$99.67,"$1,700.00","$1,800.00","$2,250.00","$6,000.00","$1,345.49",,"$4,112.00",4.79,0
Naperville,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$15.00,$70.00,$8.50,$5.50,$9.00,$4.40,$2.50,$1.90,$0.86,$2.94,$1.93,$1.50,$10.29,$9.47,$13.96,$3.19,$1.31,$3.14,$3.52,$1.62,$1.65,$1.43,$1.17,$9.50,$4.29,$3.75,$7.50,$6.00,$125.00,$6.00,$0.93,,$1.45,"$25,500.00","$27,169.33",$174.95,$0.50,$53.00,$30.00,$25.00,$11.50,$988.33,"$15,153.33",$43.80,$38.33,$80.00,$101.00,"$1,600.00","$1,533.33","$3,500.00","$2,450.00","$2,690.98","$1,959.03","$5,690.00",5.43,0
Bellevue,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",$30.00,$80.00,$9.00,$6.00,$7.50,$5.11,$2.33,$1.78,$0.99,$3.70,$5.51,$4.56,$13.88,$15.43,$15.42,$4.58,$2.32,$4.94,$4.96,$2.54,$3.64,$2.32,$1.36,$16.50,$2.14,$4.56,$9.59,$2.90,$90.00,$3.80,$2.49,$30.00,$1.52,"$23,000.00","$22,908.33",$201.54,$0.25,$65.62,$105.00,$40.00,$12.00,"$2,200.00","$18,000.00",$48.87,$32.99,$94.33,$105.00,"$2,500.00","$2,300.00","$4,466.67","$3,650.00","$9,176.23","$6,458.35","$7,833.33",5.18,1
Binghamton,New York,"14,760",1.62,1.50,$61.63 ,"$128,200.00 ",5.44,16.77,22.21,"$99,727 ","$8,311 ",$12.00,$50.00,$9.00,$4.00,$5.00,$3.85,$1.83,$1.35,$0.78,$2.45,$3.46,$2.50,$12.12,$11.21,$18.73,$5.04,$1.30,$8.08,$4.28,$2.93,$2.15,$1.67,$1.56,$10.00,$3.75,$3.69,$11.53,$2.00,$60.00,$2.75,$2.49,$30.00,$1.12,"$24,195.00","$23,550.67",$114.72,$0.10,$66.22,$22.50,,$11.00,$550.00,"$15,000.00",$47.38,$29.17,$69.17,$57.00,$833.33,$633.33,"$1,750.00","$1,300.00",,"$1,076.39","$7,500.00",5.33,0
Topeka,Kansas,430,0.31,0.29,$45.63,"$94,920.00",4.87,14.38,19.25,"$76,648 ","$6,387 ",$19.00,$48.00,$8.00,$4.00,$6.00,$7.67,$2.00,$1.92,$0.91,$3.03,$3.30,$2.15,$13.21,$7.14,$11.02,$3.15,$1.14,$4.62,$3.88,$2.78,$2.43,$1.62,$3.00,$9.00,$1.79,$3.25,$7.50,$1.50,$34.00,$2.50,$1.48,$20.00,$1.02,"$17,000.00","$19,000.00",$128.33,$0.02,$65.67,$42.33,$12.50,$11.00,$350.00,"$5,000.00",$40.75,$29.50,$73.80,$94.75,$700.00,$672.50,"$1,400.00","$1,400.00",$968.75,"$1,291.67","$2,711.00",5.54,0
Elkhart,Indiana,"2,200",0.71,0.66,$37.93 ,"$78,890.00 ",3.19,12.83,16.02,"$66,252 ","$5,521 ",$17.50,$60.00,$9.50,$4.50,$5.00,$3.58,$1.83,$1.75,$0.65,$2.69,$3.30,$3.00,$19.24,$9.83,$16.25,$6.44,$2.20,$3.85,$6.04,$5.37,$5.78,$1.75,$2.00,$6.50,$2.57,$3.05,$6.80,,,,,,$1.37,"$28,000.00","$24,000.00",$144.88,,$55.00,$35.00,,$13.00,"$1,100.00","$20,000.00",$14.98,$42.50,$80.00,$115.00,,,"$2,600.00","$2,200.00",,,,5.19,0
Beaumont,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$18.50,$57.50,$9.00,$5.00,$6.00,$4.83,$2.75,$1.50,$0.92,$2.20,$2.17,$6.00,$11.17,,$12.13,$3.93,$1.46,$2.59,$3.81,$2.20,$2.70,$1.29,$0.99,$17.00,$2.00,$2.71,$8.00,$1.75,$40.00,,,,$1.04,"$21,485.50","$20,695.50",$175.00,,$61.00,,$0.00,$10.62,$425.00,,$36.67,$45.00,$70.50,$88.00,,,,"$1,650.00",,,"$2,925.00",5.62,0
Paterson,New Jersey,3030,0.74,0.68,$62.49,"$129,980.00",4.69,16.87,21.56,"$101,956 ","$8,496 ",$16.00,$90.00,$6.50,$6.00,$9.00,$4.60,$1.50,$1.38,$1.25,$1.10,$3.16,$2.64,$15.32,$7.25,$6.37,$8.20,$1.30,$4.41,$1.96,$2.84,$2.18,$1.59,$2.00,$15.00,,$8.00,$12.00,$3.30,$59.00,$6.00,$2.73,$20.00,,"$22,000.00","$20,831.50",$60.00,$0.10,$68.75,$30.00,$15.00,$10.50,"$1,800.00","$7,800.00",$47.50,$32.00,$125.00,$287.50,"$2,500.00","$1,400.00","$8,000.00","$3,500.00",,,"$2,478.00",3.25,0
Tyler,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$12.50,$55.00,$7.99,$4.00,$7.00,$4.83,$2.50,$1.50,$1.06,$4.00,$3.49,$2.49,$13.23,$24.25,$12.13,$6.05,$1.46,$3.15,$4.33,$2.20,$2.42,$1.45,$1.58,$12.00,$2.75,$4.17,$8.12,$1.00,,$2.25,$1.12,,$1.08,"$21,900.00","$18,500.00",$151.38,$0.11,$69.77,$20.00,,$10.62,$425.00,,$46.00,$25.00,$70.50,$88.00,"$1,300.00",$900.00,"$2,000.00","$1,500.00",,,"$2,992.00",5.89,0
Pueblo,Colorado,"3,540",1.28,1.18,$56.03 ,"$116,560.00 ",4.04,16.04,20.08,"$93,155 ","$7,763 ",$29.00,$56.50,$7.50,$6.00,$4.50,$4.92,$2.00,$1.72,$0.99,$4.30,$3.21,$3.39,$9.43,$14.64,$12.48,$3.65,$1.66,$4.35,$4.58,$3.39,$2.11,$1.54,$2.58,$25.00,,$5.25,$8.69,$3.00,$43.00,$3.33,$1.90,$40.00,$1.19,"$32,500.00","$29,333.33",$358.16,,$57.80,$20.67,,$10.00,$750.00,,$47.50,$47.50,$101.25,$115.00,$800.00,"$1,025.00","$1,400.00","$1,633.33",,$807.29,"$3,643.78",5.37,0
Yuma,Arizona,"2,860",0.94,0.87,$50.10 ,"$104,220.00 ",3.01,15.10,18.11,"$85,346 ","$7,112 ",$12.25,$40.00,$8.00,$6.00,$5.50,$4.00,$2.37,$1.62,$0.92,$2.11,$3.31,$2.99,$7.14,$7.99,$12.11,$4.03,$1.23,$2.84,$2.51,$2.08,$1.74,$1.75,$1.66,$10.00,$2.32,$2.00,$8.49,$2.00,,$5.00,$2.17,$10.00,$1.26,"$25,000.00","$26,000.00",$132.38,$0.15,$76.00,$35.00,,$9.25,"$1,300.00",,$45.38,$36.25,$99.14,$98.33,$900.00,$800.00,"$1,308.33","$1,125.00","$4,843.76","$3,229.17","$2,821.00",4.7,0
Torrance,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$20.00,$75.00,$10.00,$6.00,$8.00,$4.95,$2.70,$2.28,$1.03,$3.49,$5.64,$3.50,$12.50,$11.58,$13.59,$2.83,$1.76,$3.00,$5.93,$2.24,$2.42,$1.78,$1.75,$12.00,$2.14,$2.80,$10.25,$1.88,$50.00,$3.50,$1.71,$29.19,$1.59,"$23,195.00","$22,886.54",$150.00,$0.03,$57.70,$40.00,$7.50,$12.00,"$1,166.67","$20,608.75",$59.76,$40.75,$76.67,$132.50,"$2,100.00","$1,833.33","$4,100.00","$3,950.00","$8,611.13","$8,342.03","$4,463.00",5.27,0
Surprise,Arizona,"2,860",0.94,0.87,$50.10 ,"$104,220.00 ",3.01,15.10,18.11,"$85,346 ","$7,112 ",$19.00,$63.00,$10.00,$4.50,$6.00,$4.14,$1.95,$1.16,$0.85,$3.15,$4.21,$2.68,$11.55,$10.22,$15.16,$4.59,$1.82,$2.23,$3.66,$2.51,$2.17,$1.48,$1.78,$12.00,$1.86,$3.75,$9.75,$4.00,$62.00,$3.00,$1.37,$36.00,$1.22,"$24,000.00","$26,428.57",$209.47,$0.24,$78.10,$18.00,$20.00,$12.00,$725.00,"$8,600.00",$46.25,$38.77,$65.00,$95.12,"$1,650.00","$1,425.00","$2,550.00","$2,050.00","$2,408.42","$2,371.65","$3,383.00",4.64,0
Thornton,Colorado,"3,540",1.28,1.18,$56.03 ,"$116,560.00 ",4.04,16.04,20.08,"$93,155 ","$7,763 ",$12.00,$50.00,$8.75,$5.50,$7.20,$4.00,$1.50,$1.40,$1.04,$1.92,$5.93,$4.19,$7.69,$7.69,$18.72,$3.70,$1.08,$3.73,$5.05,$1.96,$1.87,,$4.12,$16.00,,,,,$200.00,,,,$1.21,"$38,824.00",,$115.75,,$65.00,$51.67,,$7.00,"$1,264.00",,$45.00,$35.00,$112.50,$117.50,"$2,137.50","$1,728.50","$2,800.00","$2,550.00","$2,368.06","$2,152.78","$3,889.00",,0
Roseville,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$15.00,$60.00,$9.00,$7.00,$8.25,$5.15,$3.10,$2.06,$1.37,$4.50,$6.13,$4.75,$11.57,$13.78,$13.85,$6.06,$2.09,$4.77,$6.61,$4.07,$4.59,$2.66,$2.35,$15.00,$1.86,$3.67,$10.00,$3.50,$27.50,$7.00,$1.55,$20.00,$1.65,"$30,000.00","$27,333.33",$216.50,$0.20,$62.67,$71.67,$0.00,$12.00,"$1,000.00",,$43.32,$58.33,$90.00,$131.67,"$1,866.67","$1,825.00","$2,733.33","$2,600.00","$4,140.02","$4,140.02","$3,824.00",5.95,0
Mesquite,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$8.00,$25.00,$7.00,$2.50,$5.25,$3.75,$1.70,$1.44,$0.82,$3.86,$3.02,$1.85,$6.61,,,$2.30,$1.63,$4.39,$3.51,$2.25,$1.52,$1.50,$1.89,$8.99,,$4.75,$7.42,,,,,,,"$38,000.00","$29,000.00",$162.50,,$65.67,,,$8.50,,,$40.00,$35.00,$70.00,$80.00,"$1,100.00",,,,,,"$2,000.00",3.5,0
Houma,Louisiana,580,0.31,0.29,$34.47,"$71,710.00",3.17,11.91,15.08,"$60,896 ","$5,075 ",$10.00,,$10.00,,,$5.00,,,,,,,,,,,$1.30,,,,,,,,,,,,,$5.00,$3.73,,,,,$150.00,,$75.00,,,$11.00,,,$50.00,,$70.00,$89.50,$950.00,,,,,,,,0
Carrollton,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",,,$8.00,,$3.50,$3.75,,$2.00,,,,,,,,,,,,,,,,,,,,,,$5.00,,,,"$22,000.00","$25,000.00",$120.00,,$75.00,,,$17.00,,,$45.00,,$50.00,$75.00,,,,,"$9,848.98",,,,0
Grand Junction,Colorado,"3,540",1.28,1.18,$56.03 ,"$116,560.00 ",4.04,16.04,20.08,"$93,155 ","$7,763 ",$12.00,$60.00,$8.75,$3.50,$6.00,$4.20,$2.12,$1.80,$0.91,$2.27,$4.55,$4.25,$17.30,$14.70,$13.96,$4.18,$1.58,$4.07,$4.73,$3.22,$2.67,$2.26,$2.42,$18.00,$2.90,$3.00,$9.00,$1.25,,$3.50,$3.42,$11.00,$1.23,"$22,000.00","$27,000.00",$136.67,,$64.67,$30.00,,$9.00,,,$56.25,$35.00,$91.33,$90.00,"$1,175.00",$805.00,"$2,066.67","$1,800.00","$5,220.50","$5,005.22","$2,133.33",4.62,0
Fullerton,California,"29,420",1.67,1.55,$70.86 ,"$147,390.00 ",6.95,17.71,24.66,"$111,044 ","$9,254 ",$20.50,$100.00,$10.00,$5.00,$8.00,$4.83,$3.12,$1.58,,$2.97,$1.74,$3.89,,$8.58,,$3.28,,,,$4.39,,$1.19,,,,,$11.50,,,$3.50,$1.71,,$1.45,,,$84.54,,$55.00,$20.00,,$15.00,,,$50.00,$30.00,$60.00,,"$1,921.67","$1,600.00","$3,288.50","$3,137.50",,,"$4,088.00",,0
Greeley,Colorado,"3,540",1.28,1.18,$56.03 ,"$116,560.00 ",4.04,16.04,20.08,"$93,155 ","$7,763 ",$12.99,$72.50,$9.40,$4.99,$7.00,$4.75,$2.58,$2.02,$0.87,$3.49,$2.45,$3.17,$12.78,$13.23,$15.76,$6.06,$1.57,$4.57,$4.89,$3.49,$2.71,$1.59,$2.00,$15.00,$2.79,$3.44,$8.50,$3.50,$45.00,$3.00,$1.40,$26.25,$1.00,"$22,000.00","$22,550.00",$154.46,$0.28,$60.44,$37.50,,$11.50,"$1,400.00","$6,000.00",$38.00,$37.63,$85.33,$109.37,$897.50,"$1,025.00","$1,200.00","$1,250.00",,,"$2,802.00",4.71,0
Harlingen,Texas,"13,780",1.06,0.98,$49.15 ,"$102,230.00 ",0.00,14.93,14.93,"$86,967 ","$7,247 ",$15.00,$35.00,$3.50,$2.90,$4.00,$3.56,$1.69,$1.00,$0.79,$2.20,$4.41,$4.00,$4.41,$13.23,$10.82,$4.41,$2.25,$3.33,$3.59,$2.88,$3.25,$1.69,$1.93,$7.00,$2.67,$2.50,$6.00,$1.50,,$4.00,$2.49,$30.00,,"$20,000.00","$24,183.33",$104.64,,$67.50,,,$10.00,,,$27.00,$30.00,$57.00,$65.00,,,,,,,"$3,132.00",4.46,0
Las Cruces,New Mexico,330,0.4,0.37,$41.87,"$87,090.00",3.85,13.70,17.55,"$71,806 ","$5,984 ",$12.00,$41.25,$7.50,$3.75,$6.00,$3.93,$2.23,$1.19,$0.85,$2.52,$3.30,$3.04,$10.75,$9.74,$16.01,$3.47,$1.27,$2.65,$2.18,$1.51,$1.58,$1.17,$1.00,$10.00,$1.50,$2.12,$7.75,$1.00,$30.00,$1.65,$1.32,$14.00,$1.10,"$22,000.00","$20,748.00",$127.04,$0.12,$57.50,$46.67,,$9.00,,"$5,397.50",$46.75,$32.38,$65.00,$100.00,$750.00,$500.00,"$1,250.00","$1,000.00","$1,345.49",,"$4,066.67",5.43,0
Hampton,Virginia,"4,500",1.16,1.08,$64.41 ,"$133,990.00 ",5.32,17.08,22.40,"$103,976 ","$8,665 ",$20.00,$45.00,$9.75,,$9.00,$5.42,$2.19,$1.80,$1.09,$3.47,$7.41,$3.43,$11.00,$6.76,$13.12,$5.55,$2.62,$3.14,$3.79,$3.26,$3.16,$1.79,$1.49,$8.00,$5.00,$4.00,$8.00,,,$2.75,$1.30,,$1.04,,,$180.16,,$75.00,$29.99,,$11.50,"$1,200.00",,$35.00,$18.00,$77.50,$110.00,$900.00,"$1,000.00","$1,600.00","$1,750.00",,,"$3,288.00",5.01,0
Bloomington,Illinois,"6,350",1.08,1.00,$52.82 ,"$109,870.00 ",4.84,15.56,20.40,"$87,457 ","$7,288 ",$15.00,$60.00,$7.25,$4.50,$4.50,$3.91,$2.08,$1.65,$0.77,$2.33,$3.31,$2.15,$11.76,$11.41,$11.50,$4.17,$1.43,$2.91,$3.88,$2.09,$1.73,$1.54,$1.47,$12.99,$1.43,$2.00,$5.87,$1.00,$30.00,$4.00,$1.24,$14.40,$1.17,"$23,195.00","$20,500.00",$127.96,$0.17,$57.93,$25.00,$0.00,$11.00,"$1,166.67","$8,000.00",$33.33,$27.50,$73.00,$84.33,"$1,100.00",$883.33,"$1,833.33","$1,666.33","$2,992.37","$1,550.00","$2,209.00",5.14,0
Warren,Michigan,"3,900",0.92,0.85,$44.62 ,"$92,820.00 ",4.02,14.21,18.23,"$75,899 ","$6,325 ",$10.00,$50.00,$5.00,$4.00,$5.00,$2.50,$2.00,$1.88,$0.94,$2.20,$2.26,$2.17,$6.24,$8.82,$19.84,$3.81,$1.15,$2.04,$2.32,$2.41,$2.62,$1.19,$1.00,$10.00,$1.43,$1.10,$5.45,$1.62,$15.00,$2.50,$1.55,,$1.05,"$23,000.00","$23,000.00",$155.19,,$56.67,,$0.00,$7.62,"$2,200.00","$7,000.00",$27.50,$15.00,$52.50,$50.00,$840.00,"$1,195.50","$1,250.00","$1,655.00",,,"$2,970.00",5.18,0
Yakima,Washington,"4,160",1.22,1.13,$67.68 ,"$140,780.00 ",0.00,17.41,17.41,"$116,270 ","$9,689 ",$15.00,$65.00,$9.00,$5.00,$6.00,$4.53,$1.60,$1.71,$0.78,$2.00,$3.15,$2.93,$7.72,$13.29,$14.88,$2.93,$1.64,$3.04,$4.36,$1.16,$1.38,$1.50,$1.90,$15.00,$1.84,$3.19,$8.99,,$25.00,$5.00,$1.15,$9.00,$1.32,"$18,597.50","$17,300.00",$101.21,$0.06,$62.00,,$50.00,$13.00,"$1,400.00",,$31.00,$36.67,$80.00,$97.67,$800.00,$900.00,"$1,250.00",,,,"$2,604.00",5.13,0
